LSOA11CD,population
E01028910,1500
E01028911,1297
E01028912,1452
E01028913,1649
E01028914,1025
E01028915,1631
E01028916,1411
E01028917,1606
E01028918,1552
E01028919,1336
E01028920,1310
E01028921,1994
E01028922,1264
E01028923,1548
E01028924,2097
E01028925,1427
E01028926,1420
E01028927,1294
E01028928,1666
E01028929,1312
E01028930,1777
E01028931,2217
E01028933,1541
E01028934,1685
E01028935,1567
E01028936,2167
E01028937,1413
E01028938,1573
E01028939,1587
E01028940,1493
E01028942,1653
E01028943,2296
E01028944,1981
E01028945,1989
E01028947,2550
E01028948,1379
E01028949,1513
E01028950,2711
E01028951,2093
E01028952,1630
E01028953,1556
E01028954,1345
E01028955,1313
E01028956,1534
E01028957,1922
E01028958,1853
E01028960,1484
E01028961,1679
E01028962,1503
E01028963,1648
E01028964,1969
E01028965,1356
E01028966,1260
E01028967,1532
E01028968,1358
E01028969,2030
E01028970,1721
E01028971,2314
E01028972,2055
E01028973,2155
E01028974,1687
E01028975,2058
E01028976,1774
E01028977,2008
E01028978,1915
E01028979,1175
E01028980,2181
E01028981,1851
E01028982,1674
E01028983,1953
E01028984,1331
E01028985,1184
E01028986,3210
E01028988,1627
E01028989,1515
E01028990,1173
E01028992,1535
E01028993,1497
E01028994,1230
E01028995,1584
E01028996,1266
E01028997,2302
E01028998,2167
E01028999,1523
E01029000,1222
E01029001,2124
E01029002,1393
E01029003,2265
E01029005,1214
E01029006,1501
E01029007,1093
E01029009,1304
E01029010,1255
E01029011,1338
E01029012,2271
E01029013,1625
E01029014,1245
E01029016,1407
E01033526,1073
E01033527,1292
E01033528,2369
E01033530,1854
E01035057,1390
E01035058,1728
E01035059,2179
E01035060,1636
E01035061,1099
E01035062,1280
E01035063,1319
E01035064,1040
E01035065,1493
E01035066,1959
E01035067,1665
E01035068,1878
E01035069,1542
E01035070,1939
E01035071,2233
E01035072,2382
E01018750,2257
E01018751,1694
E01018752,2472
E01018753,1907
E01018754,1994
E01018755,1456
E01018756,1571
E01018757,2105
E01018759,1582
E01018760,1390
E01018761,1807
E01018762,1161
E01018763,1103
E01018764,1460
E01018765,1496
E01018766,1676
E01018767,1482
E01018768,2214
E01018770,1307
E01018771,1436
E01018772,1841
E01018773,1513
E01018774,1900
E01018777,2029
E01018778,1774
E01018779,2302
E01018780,2405
E01018781,1736
E01018782,1574
E01018783,1503
E01018784,1596
E01018785,1917
E01018786,1282
E01018787,1716
E01018788,1471
E01018789,1345
E01018790,1148
E01018791,1342
E01018792,2730
E01018793,1664
E01018794,1409
E01018795,1182
E01018796,1152
E01018797,1063
E01018798,1487
E01018799,1161
E01018800,1489
E01018803,1952
E01018804,1867
E01018805,1585
E01018806,1598
E01018807,2287
E01018808,1623
E01018810,1440
E01018811,1612
E01018812,1820
E01018813,1751
E01018814,1499
E01018815,2688
E01018816,1603
E01018817,2161
E01018818,1890
E01018819,1491
E01018820,1885
E01018821,1884
E01018822,1408
E01018823,1485
E01018824,2719
E01018825,1710
E01018826,2516
E01018827,1557
E01018828,1492
E01018829,1378
E01018830,1702
E01018831,1516
E01018832,1362
E01018833,2059
E01018834,1983
E01018835,2386
E01018836,1745
E01018837,2598
E01018838,1619
E01018839,1220
E01018840,1982
E01018841,1614
E01018842,1734
E01018843,1480
E01018844,1217
E01018845,1957
E01018846,1534
E01018847,1875
E01018848,1656
E01018849,1831
E01018850,1290
E01018851,1384
E01018853,2946
E01018854,1479
E01018856,1411
E01018857,1517
E01018858,1441
E01018859,1818
E01018860,1894
E01018861,1623
E01018862,1503
E01018863,1778
E01018864,1813
E01018865,2359
E01018866,2309
E01018868,1996
E01018869,1712
E01018870,1409
E01018871,1704
E01018872,1165
E01018873,1183
E01018874,1341
E01018875,1378
E01018876,1543
E01018877,1671
E01018878,1750
E01018879,1899
E01018880,2419
E01018881,2075
E01018882,1495
E01018883,1815
E01018884,1578
E01018885,1397
E01018886,1633
E01018887,1947
E01018888,2422
E01018889,1311
E01018890,1778
E01018891,1326
E01018892,1690
E01018893,1434
E01018894,2046
E01018895,2017
E01018896,1432
E01018897,2484
E01018898,1263
E01018899,3392
E01018900,2508
E01018901,1568
E01018902,1215
E01018903,1303
E01018904,2186
E01018905,1504
E01018906,1076
E01018907,1286
E01018908,2034
E01018909,1723
E01018910,2136
E01018911,1889
E01018912,2151
E01018913,1893
E01018914,2201
E01018915,2246
E01018916,1392
E01018917,1447
E01018918,1842
E01018919,1523
E01018920,2056
E01018921,2228
E01018922,2694
E01018923,1390
E01018924,1536
E01018925,2285
E01018926,2474
E01018927,1676
E01018928,1695
E01018929,2119
E01018930,1628
E01018931,1079
E01018932,1610
E01018933,1955
E01018934,3117
E01018935,2696
E01018936,1555
E01018937,2114
E01018938,1620
E01018940,1682
E01018941,1613
E01018942,1436
E01018943,2531
E01018944,1092
E01018945,1398
E01018946,1458
E01018948,1649
E01018949,1393
E01018950,1656
E01018951,2443
E01018952,1443
E01018953,1367
E01018954,1737
E01018955,1556
E01018956,1087
E01018957,1526
E01018958,988
E01018959,1495
E01018960,2685
E01018961,1345
E01018962,1848
E01018965,2429
E01018966,1138
E01018967,1317
E01018968,2539
E01018969,2254
E01018970,1624
E01018971,1882
E01018972,1685
E01018973,1554
E01018974,2756
E01018975,2155
E01018976,2014
E01018977,1293
E01018978,1575
E01018979,1561
E01018980,1788
E01018981,2020
E01018982,2083
E01018983,1532
E01018985,2409
E01018986,1463
E01018987,2015
E01018988,1813
E01018989,1905
E01018990,1811
E01018991,1546
E01018992,1771
E01018993,1520
E01018994,2039
E01018995,2042
E01018996,1469
E01018997,1495
E01018998,1348
E01018999,1635
E01019000,1399
E01019001,1513
E01019002,1183
E01019003,1680
E01019004,1496
E01019005,2226
E01019006,1576
E01019007,2391
E01019008,1354
E01019009,1527
E01019010,1175
E01019011,1681
E01019012,1155
E01019013,2038
E01019014,1471
E01019015,1358
E01019016,1862
E01019018,1587
E01019019,1893
E01019020,1604
E01019021,1626
E01019022,1794
E01019023,1656
E01019024,1493
E01019025,1700
E01019026,1360
E01019027,1202
E01019028,2098
E01019029,1606
E01019030,2000
E01019031,1709
E01019032,1450
E01019033,1574
E01019034,1665
E01019035,1714
E01019036,1853
E01019037,1683
E01019038,1028
E01019039,1323
E01019040,1229
E01019041,1864
E01019042,1789
E01019043,1975
E01019044,1479
E01019045,2891
E01019046,1373
E01019047,1547
E01019048,1830
E01019050,2111
E01019051,1610
E01019052,2093
E01019053,2295
E01019054,1975
E01019055,1571
E01019056,1379
E01019057,1860
E01019058,2280
E01019059,1486
E01019060,1363
E01019061,1864
E01019062,1843
E01019063,2315
E01019064,2318
E01019065,1346
E01019066,1348
E01019067,1643
E01019068,1543
E01019069,1284
E01019070,2153
E01019071,1863
E01019072,1439
E01019073,1617
E01019074,1884
E01019075,2102
E01019076,2189
E01033289,1961
E01033291,1776
E01033292,1498
E01033294,2294
E01034847,2046
E01034848,2078
E01034849,1567
E01034850,1856
E01034851,1287
E01034852,1688
E01034853,1292
E01034854,1846
E01034855,2114
E01034856,1856
E01034857,1263
E01034858,2241
E01034859,1595
E01034860,1619
E01034862,1504
E01034863,2342
E01034864,1130
E01034865,1181
E01034866,1670
E01034867,1527
E01034868,1841
E01034869,1663
E01019077,2366
E01031841,1886
E01031842,1888
E01031843,1824
E01031845,1644
E01031846,1523
E01031847,1906
E01031848,2070
E01031849,1632
E01031850,1942
E01031851,1541
E01031852,2020
E01031853,1540
E01031854,1806
E01031855,1487
E01031856,1642
E01031857,1491
E01031858,1868
E01031859,1801
E01031860,1492
E01031861,2735
E01031862,1492
E01031863,1098
E01031864,1156
E01031865,2623
E01031866,1559
E01031867,1743
E01031868,1731
E01031869,1940
E01031870,1848
E01031871,1591
E01031872,1506
E01031873,1860
E01031874,1437
E01031876,1538
E01031877,1992
E01031879,2007
E01031882,2042
E01031883,2045
E01031884,1617
E01031885,1679
E01031886,1410
E01031887,1783
E01031888,1357
E01031889,2576
E01031890,1887
E01031892,1597
E01031893,1584
E01031894,1613
E01031895,2815
E01031896,1467
E01031897,1910
E01031898,1817
E01031901,1369
E01031902,1851
E01031903,2243
E01031904,2581
E01031905,1363
E01031906,1405
E01031907,2348
E01031908,1825
E01031909,1198
E01031910,1504
E01031911,1352
E01031912,1641
E01031913,1729
E01031914,1679
E01031915,1686
E01031916,1281
E01031917,1466
E01031918,2547
E01031919,1687
E01031920,1227
E01031921,1271
E01031922,1212
E01031923,1288
E01031924,1521
E01031925,1406
E01031926,1593
E01031927,1188
E01031928,1149
E01031929,1234
E01031930,1296
E01031931,2813
E01031932,1635
E01031933,1895
E01031934,2054
E01031935,1706
E01031936,1497
E01031937,1064
E01031938,1834
E01031939,2465
E01031940,2293
E01031941,1869
E01031942,1325
E01031944,1103
E01031946,3522
E01031947,1705
E01031948,2938
E01031949,1892
E01031950,1413
E01031951,1315
E01031952,2407
E01031955,1657
E01031956,1470
E01031957,1425
E01031958,1400
E01031959,1947
E01031960,1483
E01031961,1403
E01031962,1391
E01031963,2211
E01031964,1932
E01031965,1379
E01031966,2814
E01031967,2226
E01031968,1774
E01031969,1398
E01031970,1793
E01031971,1229
E01031972,1517
E01031973,1842
E01031974,1340
E01031975,1211
E01031976,2428
E01031978,1665
E01031979,2111
E01031980,3845
E01031981,1583
E01031982,1355
E01031983,1938
E01031984,2894
E01031985,1297
E01031986,1219
E01031988,2654
E01031989,2058
E01031990,1887
E01031991,1943
E01031992,1469
E01031993,1388
E01031994,1309
E01031995,1923
E01031996,1391
E01031997,1373
E01031999,2746
E01032000,2371
E01032001,1492
E01032002,1376
E01032003,1880
E01032004,2279
E01032005,1342
E01032006,1179
E01032007,1639
E01032008,1399
E01032009,1805
E01032010,2132
E01032012,1781
E01032013,2028
E01032014,2069
E01032015,1337
E01032016,1324
E01032017,1483
E01032018,1587
E01032019,1399
E01032020,1451
E01032021,1638
E01032022,1759
E01032023,1791
E01032024,2436
E01032025,1407
E01032026,1483
E01032027,1358
E01032029,1364
E01032030,1609
E01032031,1130
E01032032,1521
E01032033,1378
E01032034,1459
E01032035,1810
E01032036,1423
E01032037,1491
E01032038,1273
E01032039,2226
E01032040,1393
E01032041,1849
E01032042,1764
E01032043,1377
E01032044,1616
E01032045,1806
E01032046,1607
E01032047,1524
E01032048,1714
E01032049,1569
E01032051,1443
E01032052,1254
E01032053,1487
E01032054,1226
E01032055,1132
E01032056,1341
E01032057,1251
E01032058,1424
E01032059,1807
E01032060,1630
E01032061,1075
E01032062,1954
E01032063,2353
E01032064,1302
E01032065,1601
E01032066,1692
E01032067,1452
E01032068,1386
E01032069,1178
E01032070,2238
E01032072,1868
E01032073,1366
E01032074,1253
E01032075,1251
E01032076,1180
E01032077,1796
E01032078,2908
E01032079,1529
E01032080,1977
E01032081,1309
E01032082,1275
E01032083,2520
E01032085,1580
E01032087,2166
E01032088,1447
E01032089,1419
E01032090,1465
E01032091,1150
E01032092,1507
E01032093,2415
E01032094,2482
E01032095,1718
E01032096,1955
E01032097,1814
E01032098,1681
E01032100,1844
E01032101,1640
E01032102,2523
E01032103,1760
E01032104,1532
E01032105,1461
E01032106,1482
E01032107,1461
E01032108,1352
E01032109,1380
E01032110,2802
E01032111,1294
E01032112,1425
E01032113,1382
E01032114,1403
E01032115,1691
E01032117,2727
E01032118,2139
E01032119,1953
E01032121,2334
E01032688,1205
E01032689,1265
E01032690,1828
E01032691,1368
E01032692,1199
E01032693,2012
E01032694,1973
E01032695,1583
E01032696,2235
E01032697,1558
E01032699,2255
E01034520,1672
E01034521,2388
E01034522,1421
E01034523,1989
E01034524,1251
E01034525,1434
E01034526,1289
E01034527,1475
E01034528,1564
E01034529,1458
E01034530,2604
E01034531,1137
E01034532,1222
E01034533,2053
E01034534,1239
E01034535,1348
E01034536,1359
E01034537,1483
E01034538,1259
E01034539,1801
E01034540,1503
E01034541,1606
E01034542,2281
E01034543,1973
E01034544,1514
E01034545,1368
E01034546,2201
E01034547,1756
E01034548,1511
E01034549,1658
E01034550,1168
E01034551,1758
E01034552,1844
E01034553,1530
E01034554,1866
E01034555,2496
E01034556,1569
E01034557,2172
E01034558,1768
E01017453,1378
E01017454,1546
E01017455,1461
E01017456,1502
E01017457,1215
E01017458,1222
E01017459,1704
E01017460,2593
E01017462,1625
E01017463,1379
E01017464,1357
E01017465,1500
E01017466,2579
E01017467,1421
E01017468,1448
E01017470,1399
E01017471,1948
E01017472,1545
E01017474,2160
E01017475,1661
E01017476,1656
E01017477,1416
E01017478,1783
E01017479,1336
E01017480,1888
E01017481,1231
E01017482,1433
E01017483,1818
E01017484,1462
E01017485,1362
E01017487,1996
E01017488,1602
E01017489,1603
E01017490,1324
E01017491,1559
E01017492,1515
E01017493,1607
E01017495,2351
E01017496,1606
E01017497,1386
E01017498,1165
E01017499,1442
E01017500,1246
E01017501,2161
E01017502,1893
E01017503,1282
E01017504,1940
E01017505,1556
E01017506,1568
E01017507,1416
E01017508,1795
E01017509,1240
E01017510,1641
E01017511,1147
E01017512,1489
E01017513,1489
E01017514,1776
E01017515,1859
E01017517,1565
E01017518,1783
E01017519,1747
E01017520,1822
E01017521,1708
E01017522,2216
E01017523,1811
E01017524,1667
E01017525,1284
E01017526,1489
E01017527,1221
E01017528,2379
E01017529,1293
E01017530,1458
E01017531,1315
E01017532,1339
E01017533,1227
E01017534,1508
E01017535,2332
E01017536,2610
E01017537,1578
E01017538,1953
E01017539,1718
E01017540,1463
E01017541,1345
E01017542,1425
E01017543,1593
E01017544,1372
E01017545,1664
E01017546,1184
E01017547,1630
E01017549,1616
E01017552,3307
E01017553,1413
E01017554,2065
E01033431,1805
E01034412,2118
E01034413,1060
E01034414,1960
E01034415,1533
E01034416,1610
E01034417,1363
E01034418,1287
E01034419,1413
E01034420,2234
E01034421,1742
E01034422,1634
E01034423,1065
E01034424,1558
E01034425,1968
E01034426,2904
E01034427,1901
E01034428,1997
E01034429,1523
E01034430,1074
E01034431,1949
E01034432,1273
E01034433,2940
E01034434,3283
E01017371,1945
E01017372,1899
E01017373,2341
E01017374,1567
E01017375,1520
E01017376,2188
E01017377,2001
E01017378,2177
E01017379,1154
E01017380,1319
E01017381,1450
E01017382,1478
E01017383,1909
E01017384,1585
E01017385,1968
E01017386,1769
E01017387,1227
E01017388,2989
E01017391,1773
E01017392,2026
E01017393,2462
E01017394,1583
E01017397,2008
E01017398,2621
E01017399,1447
E01017400,1587
E01017401,1196
E01017402,1638
E01017403,1451
E01017404,1199
E01017405,1371
E01017406,2652
E01017407,1539
E01017408,1138
E01017409,1282
E01017410,1165
E01017412,1531
E01017413,2343
E01017414,2183
E01017415,2145
E01017418,1505
E01017419,1751
E01017420,1836
E01017421,1976
E01017422,1772
E01017423,2129
E01017424,1543
E01017425,1105
E01017426,1412
E01017427,2282
E01017428,1661
E01017429,2092
E01017430,1524
E01017431,1565
E01017432,1474
E01017433,1637
E01017434,1696
E01017435,1863
E01017436,2399
E01017437,1914
E01017438,1676
E01017439,2181
E01017440,2641
E01017441,2144
E01017442,3345
E01017443,1923
E01017444,2014
E01017446,1755
E01017447,2549
E01017449,2850
E01017450,2257
E01017451,1426
E01017452,1257
E01017555,2052
E01017556,1632
E01017557,1995
E01017558,1775
E01017559,1682
E01017560,1571
E01017561,1486
E01017562,2690
E01017563,1669
E01017564,1439
E01017565,1546
E01017566,1455
E01017567,1766
E01017568,2580
E01017569,1915
E01017571,1266
E01017572,1323
E01017573,1381
E01017576,1338
E01017577,2466
E01017578,4226
E01017579,3534
E01017580,2606
E01017581,2045
E01017582,1626
E01017583,2111
E01017584,2181
E01017585,1390
E01017586,1511
E01017587,1657
E01017588,1243
E01017589,1720
E01017590,1546
E01017591,1789
E01017592,1754
E01017593,1569
E01017594,2495
E01017595,1205
E01017596,1721
E01017597,1638
E01017598,1815
E01017600,2225
E01017601,1474
E01017602,1576
E01017603,1770
E01017604,1565
E01017605,1380
E01017606,2412
E01017607,1413
E01017608,1853
E01017609,2119
E01017610,1116
E01017611,1120
E01017612,1233
E01017613,1384
E01017614,1426
E01017616,2421
E01017617,1410
E01017618,2453
E01017619,3351
E01017620,1822
E01017621,1482
E01017622,1690
E01017623,1758
E01017624,1819
E01017625,1650
E01017626,1646
E01033188,1885
E01033189,3168
E01033190,1497
E01033191,1869
E01033192,1768
E01033808,1325
E01033809,1501
E01033810,1696
E01033811,1616
E01033812,1596
E01033813,1243
E01033814,1978
E01033815,1631
E01033816,1533
E01033817,2178
E01033818,2194
E01033819,1708
E01033820,1668
E01033821,1802
E01033822,1409
E01033823,1015
E01033824,2046
E01033825,1657
E01033826,2542
E01033827,1994
E01033828,1775
E01033829,1188
E01033830,1051
E01033831,1028
E01033832,1323
E01033833,1569
E01033834,1847
E01033835,1574
E01033836,2113
E01033837,1933
E01027356,2418
E01027357,1404
E01027358,1904
E01027359,2267
E01027361,1552
E01027362,2039
E01027363,1351
E01027364,1722
E01027365,2576
E01027366,1558
E01027367,1756
E01027368,1666
E01027369,1497
E01027370,2138
E01027371,1845
E01027372,2390
E01027373,2089
E01027374,1958
E01027375,1791
E01027376,1704
E01027377,1648
E01027378,1135
E01027379,1740
E01027380,1225
E01027381,1938
E01027382,1654
E01027383,1108
E01027384,1291
E01027385,1277
E01027386,1310
E01027387,1670
E01027388,1385
E01027389,1550
E01027390,2006
E01027391,1483
E01027392,1955
E01027393,1582
E01027394,959
E01027395,2062
E01027396,1251
E01027397,1408
E01027398,2180
E01027399,1408
E01027400,1291
E01027401,1389
E01027402,1185
E01027403,1074
E01027404,2656
E01027405,1333
E01027406,1160
E01027407,1213
E01027408,1343
E01027409,1528
E01027410,1437
E01027411,1382
E01027412,3305
E01027413,2343
E01027414,1419
E01027415,1668
E01027416,1611
E01027417,1477
E01027418,1970
E01027419,1397
E01027420,1380
E01027421,1293
E01027422,1647
E01027423,1380
E01027424,1923
E01027426,2721
E01027427,2133
E01027428,1392
E01027429,1820
E01027430,1521
E01027431,1743
E01027432,1456
E01027433,2684
E01027434,1293
E01027435,1363
E01027436,1455
E01027437,1638
E01027438,1370
E01027439,1797
E01027440,1417
E01027442,1576
E01027443,1558
E01027444,2439
E01027445,1797
E01027446,1262
E01027447,1700
E01027449,1526
E01027450,1698
E01027451,1609
E01027452,1335
E01027453,1465
E01027455,1388
E01027456,1236
E01027457,1791
E01027458,2415
E01027460,1601
E01027461,1296
E01027462,2160
E01027463,1912
E01027464,1359
E01027465,1548
E01027466,1368
E01027468,1278
E01027469,1377
E01027471,2139
E01027472,1794
E01027473,2923
E01027474,1891
E01027475,1369
E01027476,2360
E01027477,1254
E01027478,1106
E01027479,2210
E01027480,1228
E01027481,1844
E01027482,1543
E01027483,1304
E01027484,2074
E01027485,1482
E01027486,1095
E01027487,1107
E01027488,2414
E01027489,1488
E01027490,1687
E01027491,1511
E01027492,1729
E01027493,1698
E01027494,2539
E01027495,1038
E01027496,1188
E01027497,2509
E01027498,2683
E01027499,2018
E01027500,1698
E01027503,1503
E01027504,1889
E01027505,1364
E01027507,1427
E01027508,1099
E01027509,1305
E01027510,1129
E01027511,1106
E01027512,1010
E01027513,1983
E01027514,1699
E01027515,1481
E01027516,1123
E01027517,1851
E01027518,1422
E01027519,1351
E01027520,1720
E01027521,1833
E01027522,1382
E01027523,1083
E01027524,2158
E01027525,1750
E01027526,1137
E01027527,1324
E01027528,1468
E01027529,1114
E01027530,1381
E01027531,1709
E01027532,2264
E01027533,1733
E01027534,1764
E01027535,1337
E01027536,1287
E01027537,1342
E01027538,1576
E01027539,1611
E01027540,1955
E01027541,1672
E01027542,1720
E01027543,1258
E01027544,1197
E01027545,1815
E01027546,1579
E01027549,3704
E01027550,1298
E01027551,1614
E01027552,1297
E01027553,1619
E01027554,1336
E01033714,3403
E01033715,1019
E01033716,2265
E01033717,1548
E01033718,1972
E01035629,2263
E01035630,2034
E01035631,1601
E01035632,1817
E01035633,1390
E01035634,973
E01035635,2146
E01035636,2054
E01035637,1082
E01015272,1869
E01015273,2211
E01015274,1930
E01015275,1686
E01015276,1783
E01015277,2088
E01015279,2094
E01015280,2187
E01015281,1847
E01015286,2046
E01015288,2025
E01015289,2187
E01015290,3328
E01015291,1866
E01015292,1758
E01015293,1789
E01015294,2125
E01015295,1500
E01015296,1782
E01015297,1511
E01015298,1548
E01015299,1768
E01015300,1589
E01015301,1563
E01015302,1873
E01015303,1627
E01015304,1817
E01015305,1555
E01015306,1722
E01015307,1466
E01015308,1819
E01015309,1529
E01015310,1635
E01015311,1388
E01015312,1501
E01015313,1363
E01015314,1648
E01015315,1872
E01015316,1696
E01015317,1625
E01015318,1781
E01015319,1370
E01015320,1710
E01015321,1932
E01015322,1760
E01015323,1639
E01015324,1773
E01015325,1756
E01015326,2006
E01015327,2201
E01015328,1956
E01015329,1633
E01015330,1891
E01015331,2556
E01015332,1589
E01015333,1498
E01015334,1604
E01015335,1659
E01015336,1827
E01015337,1929
E01015338,1766
E01015339,1584
E01015340,1679
E01015341,1445
E01015342,1630
E01015343,1751
E01015344,1861
E01015345,1870
E01015346,1640
E01015348,1877
E01015349,1866
E01015350,1504
E01015351,1484
E01015352,1606
E01015353,1054
E01015354,1823
E01015355,1775
E01015356,1708
E01015357,1551
E01015358,2226
E01015359,1669
E01015360,2001
E01015361,1375
E01015362,1119
E01015363,1713
E01015364,1673
E01015365,1631
E01015366,1762
E01015367,2876
E01015368,1758
E01015369,1575
E01015370,1565
E01015371,1410
E01015372,2005
E01015373,1855
E01015374,2713
E01015375,2291
E01015376,1919
E01015377,1768
E01015378,1854
E01015379,1458
E01015380,1798
E01015381,1786
E01015382,2001
E01015383,1548
E01015384,1651
E01015385,1826
E01015386,1666
E01015387,1507
E01015388,1752
E01015389,1482
E01015390,1778
E01015391,1542
E01015392,1562
E01015393,1326
E01015394,1677
E01015395,1427
E01015396,1505
E01015397,1397
E01015398,1273
E01015399,1567
E01015400,1653
E01015401,1452
E01015402,1873
E01015403,1741
E01015404,1615
E01015405,1627
E01015406,1424
E01015407,1527
E01015408,1774
E01015409,1390
E01015410,1441
E01015411,1319
E01015412,1213
E01015413,1439
E01015414,1565
E01015415,1184
E01015416,1232
E01015417,1501
E01015418,1498
E01015419,1827
E01015420,1666
E01015421,1846
E01015422,1409
E01015424,1432
E01015425,1252
E01015426,1406
E01015427,1849
E01015428,2555
E01015429,1850
E01015430,1495
E01015431,1443
E01015432,1701
E01015433,1393
E01015434,1565
E01015435,2443
E01015436,1371
E01015437,1258
E01015438,1569
E01015439,1941
E01015440,2128
E01015441,2050
E01015442,2076
E01015443,2045
E01015444,1772
E01015445,1960
E01015446,1652
E01015447,1748
E01015448,1650
E01015449,1820
E01015450,1738
E01015451,1679
E01015452,2256
E01015453,1958
E01015454,2101
E01015455,1890
E01015456,1905
E01015457,1992
E01015458,1569
E01015459,1875
E01015460,1898
E01015461,1680
E01015462,1689
E01015463,1621
E01015464,1631
E01015465,1774
E01015466,1861
E01020343,1488
E01020344,1484
E01020345,1221
E01020346,1618
E01020347,1757
E01020348,1647
E01020349,1932
E01020350,1909
E01020351,1313
E01020352,1451
E01020353,1772
E01020354,1484
E01020355,1875
E01020356,1622
E01020357,2178
E01020358,1475
E01020359,1314
E01020360,1774
E01020361,1752
E01020362,1432
E01020363,1140
E01020364,1532
E01020365,1859
E01020366,2266
E01020367,1813
E01020369,1384
E01020370,1629
E01020371,1641
E01020372,1615
E01032659,1405
E01032660,1785
E01032661,1295
E01032662,1370
E01033241,1078
E01033242,935
E01033283,1453
E01033285,1401
E01033286,1166
E01033288,1152
E01034271,3937
E01034272,1325
E01034273,1384
E01034274,1836
E01034275,1097
E01034276,1170
E01034277,2881
E01034278,3344
E01034279,1499
E01034280,1089
E01034281,1151
E01034282,1418
E01034283,1551
E01034284,1064
E01020373,1319
E01020374,1562
E01020375,1299
E01020376,1104
E01020377,1544
E01020378,1581
E01020379,1533
E01020380,2309
E01020381,1228
E01020382,1508
E01020383,2061
E01020384,1700
E01020385,1358
E01020386,1402
E01020387,1132
E01020388,1525
E01020389,2164
E01020390,1323
E01020391,1423
E01020392,1835
E01020393,1535
E01020394,1717
E01020395,1985
E01020396,1145
E01020397,1431
E01020398,2504
E01020400,1658
E01020401,1668
E01020402,1568
E01020403,1650
E01020404,1767
E01020405,2189
E01020406,2529
E01020407,1244
E01020408,1175
E01020409,1381
E01020410,1240
E01020411,1145
E01020412,1467
E01020413,1475
E01020414,2236
E01020415,1505
E01020416,1513
E01020417,1174
E01020418,1441
E01020419,2028
E01020420,1472
E01020421,1317
E01020422,1600
E01020423,1371
E01020424,1313
E01020425,1624
E01020426,1841
E01020427,2901
E01020428,2113
E01020429,1992
E01020430,1475
E01020431,1155
E01020432,1326
E01020433,1820
E01020434,2138
E01020435,1747
E01020436,2162
E01020437,1980
E01020438,2147
E01020439,2533
E01020440,2058
E01020441,2008
E01020442,1990
E01020443,2653
E01020444,1836
E01020445,1371
E01020446,1491
E01020447,1841
E01020448,1966
E01020449,2077
E01020450,2286
E01020452,3235
E01020453,1868
E01020454,2034
E01020456,2089
E01020457,1557
E01020458,2274
E01020460,2346
E01020462,1946
E01020463,1650
E01020464,1536
E01020465,1931
E01020466,1657
E01020467,1853
E01020468,1594
E01020469,2234
E01020470,1926
E01020471,1307
E01020472,1493
E01020473,1588
E01020474,1920
E01020475,2453
E01020476,1229
E01020477,1446
E01020478,1050
E01020479,1152
E01020480,1832
E01020481,1344
E01020482,1515
E01020483,1147
E01020484,1371
E01020485,1473
E01020486,1694
E01020487,1263
E01020488,1509
E01020489,1338
E01020490,1636
E01020491,1599
E01020492,1168
E01020493,3191
E01020494,1349
E01020495,1467
E01020496,1628
E01020497,1902
E01020498,2096
E01020499,1292
E01020500,1660
E01020501,1356
E01020502,1817
E01020503,1690
E01020504,2149
E01020505,1984
E01020506,1818
E01020507,1783
E01020508,2173
E01020509,2891
E01020510,2646
E01020511,1703
E01020512,2087
E01020513,1759
E01020514,2219
E01020515,1413
E01020516,1616
E01020517,1814
E01020518,1736
E01020519,1746
E01020520,1549
E01020523,1228
E01020524,1474
E01020525,1269
E01020526,1339
E01020527,1502
E01020528,2484
E01020529,2340
E01020530,1896
E01020531,1702
E01020532,1496
E01020533,2064
E01020534,2070
E01020535,1747
E01020536,2329
E01020537,2135
E01020538,1996
E01020539,2126
E01020540,2681
E01020541,2190
E01020542,1415
E01020543,1497
E01020544,1605
E01020546,1525
E01020547,1128
E01020549,2222
E01020550,1834
E01020551,2359
E01020552,1732
E01020553,1488
E01020554,1878
E01020555,1443
E01020556,1597
E01020557,1479
E01020558,1709
E01020559,1745
E01020560,1788
E01020561,1932
E01020562,2360
E01020563,1521
E01020564,1624
E01020565,1507
E01020566,2044
E01020569,1704
E01020570,1547
E01020571,2162
E01020572,1988
E01020573,1768
E01020574,1908
E01020575,1815
E01020576,1700
E01020577,2209
E01020578,2044
E01020579,2228
E01020580,1505
E01020581,1754
E01020582,1473
E01020583,1887
E01020584,1660
E01020585,1530
E01020586,1249
E01020587,1469
E01020588,1480
E01020589,1388
E01032643,1598
E01032644,1312
E01032645,1718
E01033156,1724
E01033158,1496
E01033200,2987
E01034372,1447
E01034373,1692
E01034374,2173
E01034375,1536
E01034376,1252
E01034377,1303
E01034378,2645
E01034379,1951
E01034380,1812
E01034381,1877
E01034382,1781
E01017627,1828
E01017628,1847
E01017629,1657
E01017630,1567
E01017631,3509
E01017634,1745
E01017635,1548
E01017636,1610
E01017637,1375
E01017638,1285
E01017639,1474
E01017640,1639
E01017642,1240
E01017643,1412
E01017644,1497
E01017645,1487
E01017646,2364
E01017647,1530
E01017648,1668
E01017649,3265
E01017651,1561
E01017652,1870
E01017653,1475
E01017654,1748
E01017655,1836
E01017657,1579
E01017658,1663
E01017659,1780
E01017660,1703
E01017661,1686
E01017662,1480
E01017663,1754
