LSOA11CD,population
E01000997,1580
E01000998,1564
E01000999,1439
E01001000,1404
E01001001,1516
E01001002,1556
E01001003,1692
E01001004,2307
E01001005,1862
E01001006,1938
E01001007,2034
E01001008,1699
E01001009,2139
E01001010,1808
E01001011,2668
E01001012,2190
E01001013,2267
E01001015,1513
E01001016,1770
E01001017,1697
E01001018,1686
E01001019,1511
E01001020,1626
E01001021,1484
E01001022,1536
E01001023,2930
E01001024,1273
E01001025,1410
E01001026,1907
E01001027,3217
E01001028,1754
E01001029,1900
E01001030,1467
E01001031,1481
E01001032,1604
E01001033,1752
E01001034,1646
E01001035,1957
E01001036,1684
E01001037,1637
E01001038,1975
E01001039,1568
E01001040,1733
E01001041,1859
E01001042,2453
E01001044,2177
E01001046,1939
E01001047,1803
E01001049,1488
E01001050,1833
E01001051,1569
E01001052,1473
E01001053,1594
E01001054,1893
E01001055,1643
E01001056,1764
E01001057,1750
E01001058,1395
E01001059,1472
E01001060,1662
E01001061,1668
E01001062,1552
E01001063,1635
E01001064,1667
E01001065,1361
E01001066,1448
E01001067,1779
E01001068,1868
E01001069,1394
E01001070,1885
E01001071,1929
E01001072,1612
E01001073,1539
E01001074,2090
E01001075,1723
E01001076,1704
E01001077,1411
E01001078,1439
E01001079,1769
E01001080,1519
E01001081,1511
E01001082,1572
E01001083,1663
E01001084,2016
E01001085,1793
E01001086,1866
E01001087,2925
E01001088,1703
E01001089,1826
E01001090,2323
E01001091,1642
E01001092,2300
E01001093,2057
E01001094,1779
E01001095,1719
E01001096,1476
E01001097,2673
E01001098,1555
E01001099,1550
E01001100,1555
E01001101,1449
E01001102,1546
E01001103,1666
E01001104,1724
E01001105,1844
E01001106,1567
E01001107,1669
E01001108,1796
E01001109,2438
E01001110,2185
E01001111,1771
E01001112,2088
E01001113,2116
E01001114,1571
E01001115,1808
E01001116,1704
E01001118,2286
E01001119,1471
E01001120,1353
E01001121,1325
E01001122,1543
E01001123,1625
E01001124,1578
E01001125,1604
E01001126,1434
E01001127,1597
E01001128,1589
E01001129,1416
E01001130,1723
E01001131,1634
E01001132,1669
E01001133,1576
E01001134,1630
E01001135,1629
E01001136,2213
E01001137,2781
E01001138,1536
E01001139,1768
E01001140,1596
E01001141,1291
E01001142,2015
E01001143,1941
E01001144,1840
E01001145,1751
E01001146,1569
E01001147,1928
E01001148,1758
E01001149,1638
E01001150,1710
E01001151,1852
E01001152,2192
E01001153,1680
E01001154,1954
E01001155,1862
E01001156,1758
E01001157,1905
E01001158,1582
E01001159,2031
E01001160,2001
E01001161,1826
E01001162,1785
E01001163,2091
E01001164,1929
E01001165,1873
E01001166,2061
E01001167,2455
E01001168,1924
E01001169,1850
E01001170,1968
E01001171,1851
E01001172,2320
E01001173,2916
E01001174,1698
E01001175,1771
E01001176,2017
E01001177,1693
E01001178,1735
E01001179,1686
E01001180,2089
E01001181,2512
E01001182,1524
E01001183,1995
E01001184,1389
E01001185,1730
E01001186,1747
E01001187,1987
E01001188,2052
E01001189,1250
E01001190,1567
E01001191,2184
E01001192,1598
E01001193,1627
E01001194,1588
E01032569,1797
E01034139,1951
E01034140,1386
E01034141,1687
E01034142,1522
E01034143,1800
E01034144,1434
E01034145,1492
E01034146,1499
E01034147,1329
E01034148,1970
E01034149,3214
E01034150,2155
E01034151,1494
E01034152,1726
E01001195,1892
E01001196,1600
E01001197,1888
E01001198,1569
E01001199,1665
E01001200,1618
E01001201,1639
E01001202,2606
E01001203,1819
E01001204,1593
E01001205,1749
E01001206,1945
E01001207,1778
E01001208,1268
E01001209,1633
E01001210,1921
E01001211,1709
E01001212,1781
E01001213,2151
E01001214,1916
E01001215,2445
E01001216,1768
E01001217,1504
E01001218,2132
E01001219,2183
E01001220,1616
E01001223,1511
E01001224,1510
E01001225,1888
E01001226,1624
E01001227,1493
E01001228,1941
E01001229,1538
E01001230,1380
E01001231,2109
E01001232,1584
E01001233,1491
E01001234,1373
E01001235,1891
E01001236,1423
E01001237,1528
E01001239,1458
E01001240,1828
E01001241,1970
E01001242,1708
E01001243,2673
E01001244,2861
E01001245,2196
E01001246,1917
E01001247,2305
E01001248,1529
E01001249,2663
E01001250,2303
E01001251,1946
E01001252,2776
E01001253,2194
E01001254,1731
E01001255,1583
E01001257,2414
E01001258,1965
E01001259,1677
E01001260,2213
E01001261,2524
E01001262,1719
E01001263,2002
E01001264,1855
E01001265,1782
E01001266,1973
E01001267,2159
E01001268,2108
E01001269,2769
E01001270,1770
E01001271,1974
E01001272,2207
E01001273,1776
E01001274,1693
E01001275,1832
E01001276,1765
E01001277,2344
E01001278,2193
E01001279,1445
E01001280,1734
E01001281,1559
E01001282,1640
E01001283,1868
E01001284,1734
E01001285,1829
E01001286,1661
E01001287,1413
E01001288,1509
E01001289,1295
E01001290,2071
E01001291,1823
E01001292,1731
E01001293,1995
E01001294,2243
E01001295,1832
E01001296,1609
E01001297,1895
E01001298,2221
E01001299,1717
E01001300,1576
E01001301,1985
E01001302,1512
E01001303,1723
E01001304,1705
E01001305,1721
E01001306,1641
E01001307,1925
E01001308,2099
E01001309,1890
E01001310,2326
E01001311,2765
E01001312,2209
E01001313,1849
E01001314,1619
E01001315,1519
E01001316,1825
E01001317,2221
E01001318,2163
E01001319,1604
E01001320,1625
E01001321,2451
E01001322,2213
E01001323,2166
E01001324,1768
E01001325,2116
E01001326,2079
E01001327,2033
E01001328,1930
E01001329,2076
E01001330,2047
E01001331,1816
E01001332,1722
E01001333,2998
E01001334,1733
E01001335,1880
E01001336,1893
E01001337,2288
E01001338,2409
E01001339,2437
E01001340,1642
E01001341,1855
E01001342,2127
E01001343,1512
E01001344,2296
E01001345,1900
E01001346,1995
E01001347,2083
E01001348,1773
E01001349,1461
E01001350,1510
E01001351,2123
E01001352,1648
E01001353,1601
E01001354,2105
E01001355,1977
E01001356,1203
E01001357,3088
E01001358,2430
E01001359,2544
E01001360,2317
E01001361,2304
E01001362,3271
E01001363,2075
E01001364,1994
E01001365,2925
E01001366,2155
E01001367,3024
E01001368,1875
E01001369,2074
E01001370,2306
E01001371,2452
E01001372,2675
E01001373,2149
E01001374,1944
E01001375,1669
E01001376,1662
E01001377,1584
E01001379,1700
E01001380,2312
E01001381,1934
E01001382,1468
E01001383,1787
E01001384,1748
E01001385,1677
E01001386,1784
E01001387,1746
E01001388,1517
E01001389,1923
E01032572,1597
E01032743,2385
E01032744,1774
E01034026,2742
E01034027,3621
E01034028,1372
E01034029,1638
E01034030,1958
E01034031,1566
E01001390,1761
E01001391,1742
E01001392,1813
E01001393,1897
E01001394,1961
E01001395,1574
E01001396,1487
E01001397,2215
E01001398,1253
E01001399,1462
E01001400,1511
E01001401,1358
E01001402,1910
E01001403,1742
E01001404,1463
E01001405,1784
E01001406,1608
E01001407,1605
E01001408,1640
E01001409,2128
E01001410,2167
E01001411,1821
E01001412,1923
E01001413,1609
E01001414,1617
E01001415,2096
E01001416,1733
E01001417,1971
E01001418,1691
E01001419,1928
E01001420,1822
E01001421,1565
E01001422,1679
E01001423,1627
E01001424,1196
E01001425,2002
E01001426,1803
E01001427,1424
E01001428,1739
E01001429,2179
E01001430,1951
E01001431,1811
E01001432,1898
E01001433,1727
E01001434,1520
E01001435,1455
E01001436,2007
E01001437,2294
E01001438,1660
E01001439,2093
E01001440,1704
E01001441,1753
E01001442,1656
E01001444,1958
E01001445,2800
E01001446,1956
E01001447,1917
E01001448,2042
E01001449,1553
E01001450,2380
E01001451,1547
E01001452,1370
E01001453,1631
E01001454,1673
E01001455,1446
E01001456,1368
E01001457,1846
E01001458,1801
E01001459,1794
E01001460,2144
E01001461,1642
E01001462,1406
E01001463,1503
E01001464,1278
E01001465,1567
E01001466,1892
E01001467,1992
E01001468,1479
E01001469,1714
E01001470,1663
E01001471,1956
E01001472,1678
E01001473,1599
E01001474,1800
E01001475,1776
E01001476,1755
E01001477,1960
E01001478,1703
E01001479,1791
E01001480,1524
E01001481,1764
E01001482,1945
E01001483,1137
E01001484,1413
E01001485,1884
E01001486,2132
E01001487,1996
E01001488,1976
E01001489,2001
E01001491,1951
E01001492,2043
E01001493,1905
E01001494,1503
E01001495,1843
E01001496,1898
E01001497,1479
E01001498,1830
E01001499,1522
E01001500,1606
E01001501,2133
E01001502,2047
E01001503,1890
E01001504,2112
E01001505,1982
E01001507,2736
E01001508,2595
E01001509,1711
E01001511,1926
E01001512,2259
E01001513,2075
E01001514,1708
E01001515,1919
E01001516,2054
E01001517,1967
E01001518,1689
E01001520,1833
E01001521,1867
E01001522,1757
E01001523,1816
E01001524,1430
E01001525,1964
E01001526,1507
E01001527,2105
E01001528,1808
E01001529,1758
E01001530,1748
E01001531,1317
E01001532,1544
E01001533,1525
E01001534,1734
E01001535,1483
E01001536,2024
E01001537,1732
E01001538,1597
E01001539,1600
E01001540,1899
E01001541,1492
E01001542,1522
E01001543,1587
E01001544,1787
E01001545,1819
E01001546,1871
E01001547,2144
E01001548,1861
E01001549,2515
E01001550,1688
E01001551,1773
E01001552,1953
E01001553,1722
E01001554,1748
E01001555,2246
E01001556,1546
E01001557,1584
E01001558,1974
E01001559,2186
E01001560,1522
E01001562,2190
E01001563,1718
E01001564,1606
E01001565,1611
E01001566,1699
E01001567,1515
E01001568,1819
E01001569,1775
E01001570,1874
E01032574,2084
E01033146,1497
E01033148,2172
E01033150,1706
E01033151,1249
E01033926,2751
E01033927,1692
E01033928,1318
E01001571,1838
E01001572,1631
E01001573,1673
E01001574,1991
E01001575,1870
E01001576,2044
E01001577,2080
E01001578,2648
E01001579,1802
E01001580,1689
E01001581,1580
E01001582,1512
E01001583,1557
E01001584,1455
E01001585,1538
E01001586,1481
E01001587,1979
E01001588,1806
E01001589,1849
E01001590,1790
E01001591,2185
E01001592,1959
E01001593,1772
E01001594,2397
E01001595,2175
E01001596,1674
E01001597,1582
E01001598,1659
E01001599,1710
E01001600,1501
E01001601,1496
E01001602,2172
E01001603,1713
E01001604,1634
E01001605,1479
E01001606,1603
E01001607,1639
E01001608,1418
E01001609,1790
E01001610,1760
E01001611,1835
E01001613,1841
E01001614,1527
E01001615,2196
E01001617,1626
E01001618,2037
E01001619,2008
E01001620,1651
E01001621,1730
E01001623,1812
E01001624,1626
E01001625,1739
E01001629,2139
E01001631,2196
E01001632,2227
E01001633,2097
E01001634,1853
E01001635,1748
E01001636,1655
E01001637,1874
E01001638,1710
E01001641,2037
E01001642,1792
E01001644,2860
E01001645,1858
E01001646,3045
E01001647,1552
E01001648,1705
E01001649,1644
E01001650,1826
E01001651,1893
E01001652,1666
E01001653,1591
E01001654,1642
E01001655,1532
E01001656,1298
E01001657,1534
E01001658,1667
E01001659,1657
E01001660,1554
E01001661,1654
E01001664,2059
E01001665,2023
E01001666,2410
E01001669,2520
E01001671,1683
E01001672,2056
E01001673,2665
E01001674,2387
E01001675,2514
E01001676,1842
E01001677,2383
E01001678,1836
E01001679,1400
E01001680,1470
E01001681,1466
E01001682,1346
E01001683,1643
E01001684,1444
E01001685,1598
E01001686,1768
E01001687,1535
E01001688,2594
E01001690,1694
E01001692,1424
E01001693,1539
E01001694,1755
E01001695,1519
E01001696,2784
E01001697,2619
E01001698,1994
E01001699,1816
E01001700,2530
E01001701,1860
E01001702,1520
E01001703,2171
E01001704,1622
E01001705,2274
E01001708,1733
E01001710,1820
E01001712,2306
E01032567,1624
E01033727,2745
E01033728,1818
E01033729,2774
E01033732,1121
E01033734,1336
E01033735,1424
E01033736,2702
E01033737,2111
E01033738,2009
E01033739,1684
E01033740,1565
E01033741,2482
E01033742,1386
E01033743,1927
E01033744,1739
E01033745,1675
E01033746,1580
E01034173,1554
E01034174,1322
E01034175,2118
E01034176,2200
E01034177,1642
E01034178,1803
E01034179,1458
E01034180,1237
E01034181,2114
E01034182,1616
E01034183,1555
E01034184,1463
E01034185,1219
E01034186,1274
E01034187,1346
E01034188,1708
E01034189,1945
E01034190,1742
E01034191,1963
E01034192,2107
E01034193,2001
E01034194,1358
E01034195,1465
E01034196,1452
E01034198,2277
E01001714,2415
E01001715,1314
E01001716,1978
E01001717,1044
E01001718,1854
E01001719,1716
E01001720,1793
E01001722,2384
E01001723,1974
E01001724,2950
E01001725,1813
E01001726,1306
E01001727,1873
E01001728,2004
E01001729,2015
E01001730,2829
E01001731,2735
E01001732,1888
E01001733,1917
E01001734,1910
E01001735,1667
E01001736,1548
E01001737,1632
E01001738,1728
E01001739,1982
E01001740,1589
E01001741,1453
E01001742,1789
E01001744,2041
E01001745,2202
E01001746,1693
E01001747,2398
E01001749,1498
E01001750,2205
E01001751,1488
E01001753,1531
E01001755,1676
E01001756,2134
E01001757,1580
E01001758,2713
E01001759,1690
E01001760,2061
E01001761,1831
E01001762,1729
E01001763,1795
E01001764,1716
E01001765,1898
E01001767,1605
E01001768,1884
E01001769,1500
E01001770,1748
E01001772,1893
E01001773,2615
E01001774,2138
E01001775,1718
E01001776,1720
E01001777,2947
E01001780,1937
E01001781,1604
E01001783,1615
E01001784,1858
E01001785,1616
E01001786,2185
E01001787,1596
E01001788,1584
E01001789,1795
E01001790,1482
E01001791,1481
E01001792,1992
E01001793,1530
E01001794,1906
E01001795,1448
E01001796,1459
E01001798,2450
E01001799,1474
E01001800,1786
E01001801,1785
E01001802,1360
E01001803,1800
E01001804,1682
E01001805,1241
E01001806,1432
E01001807,1763
E01001808,1629
E01001809,1867
E01001811,1874
E01001812,1776
E01001813,1914
E01001814,1727
E01001815,1853
E01001816,1555
E01001819,1633
E01001820,1480
E01001821,1377
E01001822,2055
E01001823,1684
E01001824,1743
E01001825,1344
E01001826,1750
E01001827,1647
E01001828,2064
E01001829,1720
E01001830,1898
E01001831,1774
E01001832,1653
E01001833,2090
E01001834,2006
E01001835,1201
E01001836,1886
E01001837,1536
E01001838,1899
E01001839,2644
E01001840,1627
E01001841,1367
E01001842,1478
E01001843,1208
E01001844,1910
E01001845,1634
E01001846,1235
E01001847,1426
E01001848,2005
E01001849,2970
E01001850,1872
E01033699,1548
E01033700,2516
E01033702,1406
E01033703,1409
E01033704,2518
E01033705,1446
E01033706,1681
E01033708,2349
E01033709,2112
E01033710,1131
E01033711,2320
E01033712,1657
E01033713,1315
E01035638,1985
E01035639,1931
E01035640,1384
E01035641,1494
E01035642,1906
E01035643,1719
E01035644,1212
E01035645,1387
E01035646,1630
E01035647,1122
E01035648,1484
E01035649,1421
E01035650,2056
E01001851,1460
E01001852,1645
E01001853,1513
E01001854,1768
E01001855,1721
E01001856,1625
E01001857,1621
E01001858,1838
E01001859,2658
E01001860,1758
E01001861,1362
E01001862,1850
E01001863,1367
E01001864,1514
E01001865,1576
E01001866,1573
E01001867,1256
E01001868,1316
E01001869,1472
E01001870,1745
E01001871,1572
E01001872,1306
E01001873,1502
E01001875,1734
E01001876,2319
E01001877,2250
E01001878,1552
E01001879,1498
E01001880,1426
E01001881,1842
E01001882,1656
E01001883,2104
E01001884,1778
E01001885,1313
E01001886,1619
E01001887,1481
E01001888,1609
E01001889,1381
E01001890,1826
E01001891,2926
E01001892,1365
E01001893,1491
E01001894,1362
E01001895,1460
E01001896,1352
E01001897,1330
E01001898,2687
E01001899,1582
E01001900,1689
E01001901,1599
E01001902,1697
E01001903,1431
E01001904,1556
E01001905,1678
E01001906,1478
E01001907,1264
E01001908,1389
E01001909,1797
E01001910,1269
E01001911,1783
E01001912,1418
E01001913,1313
E01001914,1551
E01001915,1440
E01001916,1333
E01001917,1557
E01001918,1521
E01001919,1502
E01001920,1470
E01001921,1467
E01001922,1620
E01001923,1468
E01001924,1498
E01001925,1563
E01001926,1391
E01001927,1314
E01001928,1897
E01001929,1411
E01001930,1803
E01001931,1342
E01001932,1608
E01001933,1515
E01001934,1974
E01001935,2076
E01001937,1846
E01001938,1520
E01001940,1568
E01001941,1490
E01001942,1864
E01001943,2353
E01001944,1692
E01001945,1696
E01001946,1898
E01001947,1406
E01001948,1868
E01001949,1443
E01001950,1526
E01001951,1533
E01001952,1759
E01001953,1462
E01001954,1562
E01001955,2112
E01001956,1587
E01001957,1680
E01001958,1686
E01001959,2153
E01001960,1718
E01001961,1603
E01032788,1713
E01032789,1212
E01032790,1138
E01035484,1803
E01035485,2014
E01035486,2540
E01035487,1599
E01001962,1748
E01001963,1808
E01001964,1597
E01001965,1611
E01001966,1331
E01001967,1433
E01001968,1575
E01001969,2024
E01001970,1882
E01001971,1831
E01001972,1666
E01001973,2470
E01001974,2223
E01001975,1824
E01001976,1810
E01001977,1518
E01001978,1910
E01001979,2268
E01001980,1790
E01001981,1762
E01001982,1786
E01001983,1653
E01001984,1607
E01001985,1500
E01001986,1559
E01001987,1620
E01001988,1680
E01001989,1740
E01001990,1998
E01001991,1701
E01001992,1753
E01001993,1499
E01001994,1776
E01001995,2702
E01001996,1504
E01001997,1725
E01001998,1939
E01001999,2523
E01002000,1756
E01002001,1553
E01002002,1705
E01002003,2774
E01002004,1780
E01002005,1379
E01002006,1538
E01002007,1409
E01002008,1382
E01002009,1380
E01002010,1580
E01002011,1739
E01002013,1337
E01002014,1730
E01002015,1419
E01002016,1878
E01002017,1509
E01002018,1265
E01002019,1334
E01002020,1524
E01002021,1373
E01002022,2110
E01002023,1321
E01002024,1230
E01002025,1456
E01002026,1786
E01002027,1472
E01002028,1633
E01002029,2171
E01002030,2116
E01002031,2006
E01002032,1759
E01002033,1728
E01002034,2415
E01002036,1982
E01002037,1654
E01002038,1750
E01002039,1693
E01002040,2284
E01002041,1766
E01002042,1477
E01002043,1776
E01002044,1776
E01002045,1990
E01002046,1570
E01002047,1632
E01002048,1899
E01002049,1889
E01002050,1875
E01002051,1989
E01002052,2120
E01002053,2142
E01002054,1703
E01002055,2019
E01002056,2908
E01002057,1834
E01002058,1575
E01002059,1515
E01002060,1592
E01002061,1491
E01002062,1707
E01002063,1417
E01002064,1453
E01002065,1523
E01002066,2659
E01002067,1674
E01002068,2326
E01002069,2152
E01002070,2622
E01002071,1786
E01002072,2079
E01002073,1548
E01002074,2232
E01002075,1973
E01002076,1850
E01002077,2228
E01002078,2706
E01002079,1770
E01002081,1906
E01002082,1480
E01002083,1387
E01002084,1773
E01002085,2128
E01002086,1535
E01002087,1856
E01002088,1834
E01002089,1226
E01002090,1892
E01002091,1867
E01002092,1738
E01002093,1748
E01002094,1461
E01002095,1491
E01002096,1613
E01002097,1570
E01002098,1505
E01002099,1965
E01002100,1727
E01002101,1927
E01002102,1887
E01002103,1850
E01002104,1480
E01002105,2060
E01032575,2036
E01033086,1121
E01033943,2742
E01033944,3898
E01033945,1295
E01033946,1353
E01002106,1960
E01002107,1807
E01002108,1806
E01002109,1860
E01002110,1680
E01002111,2214
E01002112,2095
E01002113,1522
E01002114,2284
E01002115,1481
E01002116,1573
E01002118,2186
E01002119,2731
E01002120,1368
E01002121,1880
E01002122,2049
E01002123,1804
E01002124,1790
E01002125,2126
E01002127,1987
E01002128,2155
E01002129,3248
E01002130,3302
E01002131,1802
E01002132,2170
E01002133,2026
E01002134,1484
E01002135,2122
E01002136,1990
E01002137,1781
E01002138,1610
E01002139,1527
E01002140,1898
E01002141,1910
E01002142,1951
E01002143,1657
E01002144,1611
E01002145,1723
E01002146,1426
E01002147,1395
E01002148,1480
E01002149,1263
E01002150,2446
E01002151,1580
E01002152,1579
E01002153,1914
E01002155,1770
E01002156,1557
E01002157,1712
E01002158,1365
E01002159,1959
E01002160,2581
E01002161,2106
E01002162,1946
E01002163,1704
E01002164,1993
E01002165,1848
E01002166,1813
E01002167,1655
E01002168,1551
E01002169,1705
E01002170,1451
E01002171,1724
E01002172,1635
E01002173,1944
E01002174,1588
E01002175,1537
E01002176,1661
E01002177,1553
E01002178,1685
E01002179,2657
E01002181,3455
E01002182,2268
E01002183,2130
E01002184,1985
E01002185,1883
E01002186,1954
E01002187,1974
E01002188,1635
E01002189,1859
E01002190,1736
E01002191,2014
E01002192,1664
E01002193,2070
E01002194,1825
E01002195,1658
E01002196,1829
E01002197,1514
E01002198,1832
E01002199,1592
E01002200,2216
E01002201,1831
E01002202,2456
E01002203,1842
E01002204,1938
E01002206,1461
E01002207,1748
E01002208,1341
E01002209,1914
E01002210,1544
E01002211,1502
E01002212,2015
E01002214,1955
E01002215,1710
E01002216,1732
E01002217,2262
E01002218,1830
E01002219,1989
E01002220,1649
E01002221,1679
E01002222,1631
E01002223,1840
E01002224,1668
E01002225,1754
E01002226,2784
E01002227,2213
E01002228,2299
E01002229,1903
E01002230,1839
E01002231,2096
E01002232,2139
E01002233,2598
E01002234,1985
E01002235,1908
E01002236,2463
E01002237,2270
E01002238,1860
E01002239,2003
E01002240,2084
E01002241,1919
E01002242,1755
E01032576,1733
E01034589,1984
E01034590,1434
E01034591,2358
E01034592,1251
E01034593,1521
E01034594,1938
E01034595,1578
E01034596,1458
E01034597,1569
E01034598,1517
E01034599,1696
E01034600,2232
E01002243,2127
E01002244,1925
E01002245,1704
E01002246,2001
E01002247,2691
E01002248,2031
E01002250,1903
E01002251,1633
E01002252,1600
E01002253,1669
E01002254,1655
E01002255,1588
E01002256,1538
E01002257,1774
E01002258,1950
E01002259,1590
E01002260,1895
E01002261,1930
E01002262,1779
E01002263,1602
E01002264,1745
E01002265,1537
E01002266,1573
E01002267,1861
E01002268,1618
E01002269,1916
E01002270,1794
E01002271,1600
E01002272,1375
E01002273,1312
E01002274,1663
E01002275,1311
E01002276,2156
E01002277,1627
E01002278,1781
E01002279,1827
E01002280,1901
E01002281,2598
E01002282,2118
E01002283,1746
E01002284,2193
E01002285,1762
E01002286,1731
E01002287,1620
E01002288,1667
E01002289,1773
E01002290,1499
E01002291,1567
E01002292,1673
E01002294,1596
E01002295,2182
E01002296,1742
E01002297,1665
E01002298,1633
E01002299,1915
E01002300,2083
E01002301,1675
E01002302,1800
E01002303,2283
E01002304,1602
E01002305,1809
E01002306,1870
E01002307,1907
E01002308,2055
E01002309,1875
E01002310,2084
E01002311,1940
E01002312,1744
E01002313,2357
E01002314,1912
E01002315,1748
E01002316,2256
E01002317,1549
E01002318,1639
E01002319,2070
E01002320,1544
E01002321,1834
E01002322,1955
E01002323,1779
E01002324,1544
E01002325,2378
E01002326,1819
E01002327,1613
E01002328,1868
E01002329,1830
E01002330,1891
E01002331,1768
E01002332,1824
E01002333,1289
E01002334,1825
E01002335,1573
E01002336,1683
E01002337,1511
E01002338,1474
E01002339,1608
E01002340,1556
E01002341,1497
E01002342,1703
E01002343,1796
E01002344,2048
E01002345,2102
E01002346,1562
E01002347,1541
E01002348,1569
E01002349,1628
E01002350,1822
E01002351,1829
E01002352,2069
E01002353,2142
E01002354,1432
E01002355,1535
E01002356,2470
E01002358,2346
E01002359,1279
E01002360,1452
E01002361,2016
E01002362,1648
E01002363,1598
E01002364,1370
E01002365,1418
E01002366,1594
E01002367,1778
E01002368,3959
E01002369,2239
E01002370,3497
E01002371,1874
E01002372,1833
E01002373,1809
E01002374,1906
E01002375,1976
E01002376,1369
E01002377,1854
E01002378,1682
E01002379,1748
E01002380,2394
E01002381,1670
E01002382,1821
E01002383,1833
E01002384,1707
E01002385,1578
E01002386,2139
E01002387,1646
E01002388,1576
E01002389,1638
E01002390,1450
E01002391,1771
E01032741,1851
E01032742,1820
E01033784,1648
E01033785,1588
E01033786,1583
E01033787,1642
E01033788,1643
E01002392,1848
E01002393,2373
E01002394,1843
E01002395,1484
E01002396,1900
E01002397,2259
E01002398,1973
E01002399,1746
E01002400,2155
E01002401,2479
E01002402,1733
E01002403,2565
E01002404,2129
E01002405,2109
E01002408,1811
E01002409,2096
E01002410,2166
E01002411,2319
E01002412,2467
E01002413,1763
E01002414,2527
E01002415,1791
E01002416,1700
E01002417,1864
E01002418,1795
E01002419,1885
E01002420,1637
E01002421,1789
E01002422,1705
E01002423,2139
E01002424,1854
E01002425,1798
E01002426,2176
E01002427,1737
E01002428,1710
E01002429,1696
E01002430,1427
E01002431,1395
E01002432,1629
E01002433,2415
E01002434,1343
E01002435,1560
E01002436,1684
E01002437,1400
E01002438,1457
E01002439,1546
E01002440,1590
E01002441,1589
E01002442,1591
E01002443,2321
E01002444,2486
E01002445,1977
E01002446,3429
E01002447,2486
E01002448,2623
E01002449,2370
E01002450,1519
E01002451,1585
E01002452,1596
E01002453,1817
E01002454,1994
E01002455,2124
E01002456,1767
E01002457,1741
E01002458,1479
E01002459,1696
E01002460,1552
E01002461,1568
E01002462,1468
E01002463,1475
E01002464,1648
E01002465,1783
E01002466,1718
E01002467,1691
E01002468,1724
E01002469,1605
E01002470,2021
E01002471,1686
E01002472,1731
E01002473,1698
E01002474,1807
E01002475,1600
E01002476,1562
E01002477,1306
E01002478,1566
E01002479,1894
E01002480,1897
E01002481,1657
E01002482,1608
E01002483,2026
E01002484,1508
E01002485,2215
E01002486,2434
E01002487,2064
E01002488,1921
E01002489,2053
E01002490,2434
E01002491,1900
E01002492,1889
E01002493,2229
E01002494,1784
E01002495,1902
E01002496,2068
E01002497,2740
E01002498,1488
E01002499,2248
E01002501,1842
E01002502,2137
E01002503,2001
E01002505,1877
E01002506,2535
E01002507,2169
E01002508,2216
E01002509,1471
E01002511,1669
E01002512,2218
E01002513,1523
E01002514,2150
E01002516,1503
E01002518,1360
E01002519,2253
E01002520,2187
E01002521,2542
E01002523,1647
E01002525,1896
E01002526,3217
E01002527,1717
E01002528,1791
E01002529,2706
E01002530,1961
E01002531,1797
E01002533,1495
E01002534,1495
E01002535,2314
E01002536,1467
E01002537,2585
E01002538,1730
E01002539,1681
E01002540,1896
E01002541,2144
E01002542,2244
E01002543,2243
E01002544,1849
E01002545,1487
E01002546,1844
E01002547,1858
E01002548,2321
E01002549,2148
E01002550,1996
E01002551,2194
E01002552,1814
E01002553,1828
E01032577,1821
E01034601,1553
E01034602,1628
E01034603,1706
E01034604,1609
E01034605,1872
E01034606,2612
E01034607,2490
E01034608,2871
E01034609,2489
E01034610,1952
E01034611,1491
E01034612,2304
E01034613,1884
E01034614,2087
E01034615,2337
E01034616,2297
E01034617,3339
E01002555,2171
E01002556,2031
E01002557,2104
E01002558,2367
E01002559,2593
E01002560,2185
E01002561,1738
E01002562,1454
E01002563,2021
E01002564,1828
E01002565,2480
E01002567,1786
E01002569,2126
E01002570,1498
E01002571,1315
E01002572,1549
E01002573,1518
E01002574,1697
E01002575,1614
E01002576,1587
E01002577,1598
E01002578,1513
E01002579,1728
E01002580,1477
E01002581,1878
E01002582,1657
E01002583,1816
E01002584,2209
E01002585,1864
E01002586,1940
E01002587,2521
E01002588,2032
E01002589,2585
E01002590,3127
E01002591,2003
E01002592,2261
E01002593,3533
E01002594,2512
E01002595,2363
E01002596,2448
E01002598,2161
E01002599,1633
E01002600,1678
E01002601,1964
E01002602,1597
E01002603,1902
E01002604,1591
E01002605,2420
E01002606,1700
E01002607,2538
E01002608,2021
E01002609,1738
E01002610,1832
E01002611,2104
E01002612,2321
E01002613,2013
E01002614,2292
E01002615,1850
E01002616,1627
E01002617,1702
E01002618,2101
E01002619,2204
E01002620,3148
E01002621,2273
E01002622,1949
E01002623,1936
E01002624,1793
E01002625,1772
E01002626,1690
E01002627,1815
E01002628,2254
E01002629,2944
E01002630,2080
E01002631,1903
E01002632,2042
E01002633,2205
E01002634,1811
E01002635,2078
E01002636,2127
E01002637,1969
E01002638,2245
E01002639,1725
E01002640,2357
E01002641,3006
E01002643,2765
E01002645,2292
E01002646,2325
E01002647,2262
E01002649,2139
E01002650,2519
E01002651,2065
E01002652,1890
E01002653,1877
E01002654,1956
E01002655,1935
E01002656,1368
E01002657,1943
E01002658,1375
E01002659,1392
E01002660,2381
E01002661,2258
E01002662,2627
E01002663,2292
E01002665,1838
E01002666,1834
E01002667,2334
E01002668,2322
E01002669,1875
E01002670,1911
E01002671,1849
E01002672,1634
E01002673,1558
E01002674,2138
E01002675,2470
E01002676,1604
E01002677,2111
